,발생년,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,lon,lat,월,시,분
14884,2018,야,토,1,2,0,1,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,과속,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,962906.0,1952859.0,127.07992150000001,37.57436009,3,4,50
14885,2018,주,금,1,2,0,1,0,서울,중랑구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,964432.0,1955676.0,127.09706580000001,37.59981081,11,12,30
14886,2018,주,월,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,보행자,보행자,964105.0,1954840.0,127.0934024,37.592263,8,15,23
14887,2018,야,목,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,특수차,특수차,보행자,보행자,964088.0,1956382.0,127.0931342,37.60616082,3,18,55
14888,2018,주,일,1,1,0,0,0,서울,강남구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,자전거,자전거,958821.0,1948046.0,127.03393170000001,37.53080546,9,12,16
14891,2018,주,토,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,966388.6,1946238.3,127.11966340000001,37.51481883,1,6,53
14892,2018,주,토,1,3,0,2,0,서울,송파구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로부근,승용차,승용차,승합차,승합차,964926.0,1945678.0,127.10314009999999,37.50971415,7,9,23
14894,2018,야,수,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,941837.0,1944718.0,126.84197830000001,37.49989502,1,20,27
14895,2018,주,금,1,2,1,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,946296.0,1942580.0,126.89257820000002,37.48089507,1,11,5
14898,2018,야,금,1,1,0,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,960789.0,1964243.0,127.05533700000001,37.67687864,1,1,22
14900,2018,야,수,1,2,0,0,1,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,보행자,보행자,961985.0,1959488.0,127.0691473,37.63407136,6,1,43
14901,2018,주,화,1,1,0,0,0,서울,노원구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,지하차도(도로)내,자전거,자전거,건설기계,건설기계,961887.0,1962117.0,127.0678994,37.65776297,2,10,30
15337,2018,야,목,1,1,0,0,0,서울,중구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,953428.0,1950841.0,126.972718,37.55574075,2,18,30
15340,2018,주,화,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,957808.0,1953542.0,127.0221506,37.58029657,6,14,43
15343,2018,야,수,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,959825.0,1953487.0,127.0449967,37.57989111,3,3,35
15345,2018,야,월,1,1,0,0,0,서울,마포구,차대차,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,승용차,이륜차,이륜차,948802.0,1949988.0,126.92040490000001,37.54780705,5,3,30
15347,2018,야,목,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,화물차,화물차,보행자,보행자,946973.0,1945371.0,126.9000338,37.50608998,3,23,40
15350,2018,주,목,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,화물차,화물차,보행자,보행자,960632.0,1948791.0,127.05438829999999,37.53759951,9,8,45
15352,2018,주,금,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,959992.0,1945399.0,127.047329,37.50699867,12,6,20
15353,2018,야,일,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,960781.0,1947051.0,127.05616770000002,37.52192263,12,22,9
15354,2018,야,화,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959059.0,1945762.0,127.03675259999999,37.51022959,3,4,23
15358,2018,주,수,1,1,0,0,0,서울,송파구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,건설기계,건설기계,이륜차,이륜차,968808.0,1943785.0,127.1471442,37.49279102,5,11,30
15359,2018,야,월,1,2,1,0,0,서울,송파구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,967129.0,1945906.0,127.12805619999999,37.51185034,7,4,10
15361,2018,주,월,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,960042.0,1956595.0,127.04728459999998,37.60791371,6,9,25
15364,2018,야,화,1,1,0,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,962415.0,1958597.0,127.0740665,37.62605828,8,4,20
15365,2018,야,목,1,1,0,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,962250.0,1958729.0,127.0721899,37.62724126,7,2,25
15367,2018,야,수,1,1,0,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,962790.0,1963101.0,127.0780865,37.66666899,4,4,2
15369,2018,주,월,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,962385.0,1943233.0,127.07451470000001,37.48757625,8,16,30
15795,2018,야,금,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,951633.0,1955275.0,126.9521033,37.5956125,4,21,33
15797,2018,주,수,2,2,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,952818.0,1948859.0,126.96593940000001,37.53784554,1,6,5
15801,2018,주,금,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,서행 및 일시정지위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,960377.0,1953845.0,127.05122879999999,37.58314179,4,12,57
15802,2018,야,금,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,이륜차,이륜차,959504.0,1953394.0,127.04136640000002,37.5790388,6,23,35
15803,2018,주,수,1,1,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,자전거,자전거,승용차,승용차,964133.0,1946935.0,127.0941063,37.52101353,11,12,27
15807,2018,야,화,1,2,0,1,0,서울,동작구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,954058.0,1944863.0,126.9802245,37.50189118,6,23,10
15808,2018,주,목,1,1,0,0,0,서울,동작구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,952743.0,1945157.0,126.96532859999998,37.50447468,5,17,6
15810,2018,야,수,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,948172.0,1942190.0,126.91382320000001,37.47748709,3,20,27
15811,2018,야,토,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,951350.0,1942723.0,126.9497297,37.48246402,1,18,10
15813,2018,야,금,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,958084.0,1946742.0,127.0256649,37.51901888,4,1,55
15815,2018,주,화,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,특수차,특수차,보행자,보행자,942636.0,1950482.0,126.850567,37.55189622,12,7,30
15816,2018,주,화,1,3,1,1,0,서울,강서구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,940552.0,1951382.0,126.826902,37.55987576,8,16,50
15820,2018,주,월,1,9,4,4,0,서울,송파구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,962028.0,1945772.0,127.07034540000001,37.51044669,1,6,0
15825,2018,야,금,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,956540.0,1942240.0,127.00845919999999,37.47836938,9,4,0
15827,2018,야,목,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,956408.0,1944087.0,127.00685690000002,37.49501082,4,22,38
15828,2018,야,화,1,1,0,0,0,서울,서초구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,956987.0,1945601.0,127.01331809999999,37.50868417,5,19,23
15830,2018,주,화,1,1,0,0,0,서울,양천구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,942056.0,1946964.0,126.8442787,37.52015212,11,15,13
15831,2018,야,월,1,1,0,0,0,서울,양천구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,942712.0,1947237.0,126.85168059999998,37.52265367,3,5,25
15833,2018,주,월,1,2,0,1,0,서울,노원구,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,건설기계,건설기계,승용차,승용차,960903.0,1958935.0,127.05691409999999,37.62904165,1,11,55
