,사고지역관리번호,사고년도,사고유형구분,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,lat,lon,사고다발지역폴리곤정보,데이터기준일자,구
5784,2016147,2015,자전거,11290005,서울특별시 성북구5,서울특별시 성북구 상월곡동(월곡중학교앞 부근),5,5,0,1,3,1,37.6065059,127.04889413,"{type:Polygon,coordinates:[[[127.05069076,37.6065059],[127.05065624,37.60622822],[127.050554,37.60596121],[127.05038797,37.60571513],[127.05016454,37.60549945],[127.04989228,37.60532243],[127.04958167,37.6051909],[127.04924463,37.60510991],[127.04889413,37.60508256],[127.04854362,37.60510991],[127.04820659,37.6051909],[127.04789597,37.60532243],[127.04762372,37.60549945],[127.04740028,37.60571513],[127.04723426,37.60596121],[127.04713202,37.60622822],[127.0470975,37.6065059],[127.04713202,37.60678357],[127.04723426,37.60705058],[127.04740028,37.60729665],[127.04762372,37.60751233],[127.04789597,37.60768934],[127.04820659,37.60782087],[127.04854362,37.60790186],[127.04889413,37.60792921],[127.04924463,37.60790186],[127.04958167,37.60782087],[127.04989228,37.60768934],[127.05016454,37.60751233],[127.05038797,37.60729665],[127.050554,37.60705058],[127.05065624,37.60678357],[127.05069076,37.6065059]]]}",2019-10-10,성북구
5785,2016147,2015,자전거,11290006,서울특별시 성북구6,서울특별시 성북구 종암동(영희피아노학원 부근),4,5,0,2,1,2,37.59945167,127.03379836,"{type:Polygon,coordinates:[[[127.03559499,37.59945167],[127.03556047,37.59917397],[127.03545823,37.59890693],[127.03529221,37.59866083],[127.03506877,37.59844512],[127.03479652,37.5982681],[127.0344859,37.59813655],[127.03414887,37.59805555],[127.03379836,37.59802819],[127.03344786,37.59805555],[127.03311082,37.59813655],[127.03280021,37.5982681],[127.03252795,37.59844512],[127.03230452,37.59866083],[127.03213849,37.59890693],[127.03203625,37.59917397],[127.03200173,37.59945167],[127.03203625,37.59972937],[127.03213849,37.5999964],[127.03230452,37.6002425],[127.03252795,37.6004582],[127.03280021,37.60063523],[127.03311082,37.60076677],[127.03344786,37.60084777],[127.03379836,37.60087512],[127.03414887,37.60084777],[127.0344859,37.60076677],[127.03479652,37.60063523],[127.03506877,37.6004582],[127.03529221,37.6002425],[127.03545823,37.5999964],[127.03556047,37.59972937],[127.03559499,37.59945167]]]}",2019-10-10,성북구
5786,2016147,2015,자전거,11290007,서울특별시 성북구7,서울특별시 성북구 동소문동6가(기분좋은날 부근),4,4,0,1,3,0,37.59219565,127.01473914,"{type:Polygon,coordinates:[[[127.01653577,37.59219565],[127.01650125,37.59191791],[127.01639901,37.59165085],[127.01623298,37.59140473],[127.01600955,37.591189],[127.01573729,37.59101195],[127.01542668,37.5908804],[127.01508964,37.59079939],[127.01473914,37.59077203],[127.01438863,37.59079939],[127.0140516,37.5908804],[127.01374098,37.59101195],[127.01346873,37.591189],[127.01324529,37.59140473],[127.01307927,37.59165085],[127.01297703,37.59191791],[127.01294251,37.59219565],[127.01297703,37.59247338],[127.01307927,37.59274043],[127.01324529,37.59298655],[127.01346873,37.59320228],[127.01374098,37.59337932],[127.0140516,37.59351087],[127.01438863,37.59359188],[127.01473914,37.59361923],[127.01508964,37.59359188],[127.01542668,37.59351087],[127.01573729,37.59337932],[127.01600955,37.59320228],[127.01623298,37.59298655],[127.01639901,37.59274043],[127.01650125,37.59247338],[127.01653577,37.59219565]]]}",2019-10-10,성북구
5787,2016147,2015,자전거,11290008,서울특별시 성북구8,서울특별시 성북구 하월곡동(월곡동복지회관 부근),4,4,0,1,2,1,37.60285063,127.03631484,"{type:Polygon,coordinates:[[[127.03811147,37.60285063],[127.03807694,37.60257294],[127.03797471,37.60230592],[127.03780868,37.60205983],[127.03758525,37.60184413],[127.03731299,37.60166711],[127.03700238,37.60153558],[127.03666534,37.60145457],[127.03631484,37.60142722],[127.03596433,37.60145457],[127.03562729,37.60153558],[127.03531668,37.60166711],[127.03504443,37.60184413],[127.03482099,37.60205983],[127.03465497,37.60230592],[127.03455273,37.60257294],[127.0345182,37.60285063],[127.03455273,37.60312833],[127.03465497,37.60339534],[127.03482099,37.60364143],[127.03504443,37.60385712],[127.03531668,37.60403414],[127.03562729,37.60416567],[127.03596433,37.60424667],[127.03631484,37.60427402],[127.03666534,37.60424667],[127.03700238,37.60416567],[127.03731299,37.60403414],[127.03758525,37.60385712],[127.03780868,37.60364143],[127.03797471,37.60339534],[127.03807694,37.60312833],[127.03811147,37.60285063]]]}",2019-10-10,성북구
5788,2016147,2015,자전거,11305001,서울특별시 강북구1,서울특별시 강북구 수유동(우이교사거리 부근),8,8,1,5,2,0,37.64272481,127.02313361,"{type:Polygon,coordinates:[[[127.02493024,37.64272481],[127.02489572,37.64244727],[127.02479348,37.64218039],[127.02462745,37.64193443],[127.02440402,37.64171885],[127.02413176,37.64154192],[127.02382115,37.64141045],[127.02348411,37.6413295],[127.02313361,37.64130216],[127.0227831,37.6413295],[127.02244607,37.64141045],[127.02213545,37.64154192],[127.0218632,37.64171885],[127.02163976,37.64193443],[127.02147374,37.64218039],[127.0213715,37.64244727],[127.02133698,37.64272481],[127.0213715,37.64300235],[127.02147374,37.64326923],[127.02163976,37.64351518],[127.0218632,37.64373076],[127.02213545,37.64390768],[127.02244607,37.64403914],[127.0227831,37.64412009],[127.02313361,37.64414743],[127.02348411,37.64412009],[127.02382115,37.64403914],[127.02413176,37.64390768],[127.02440402,37.64373076],[127.02462745,37.64351518],[127.02479348,37.64326923],[127.02489572,37.64300235],[127.02493024,37.64272481]]]}",2019-10-10,강북구
5789,2016147,2015,자전거,11305002,서울특별시 강북구2,서울특별시 강북구 번동(번동사거리_한천로_진출_2 부근),7,8,1,3,3,1,37.63605251,127.03296637,"{type:Polygon,coordinates:[[[127.034763,37.63605251],[127.03472848,37.63577494],[127.03462624,37.63550804],[127.03446021,37.63526206],[127.03423678,37.63504645],[127.03396452,37.63486951],[127.03365391,37.63473803],[127.03331687,37.63465707],[127.03296637,37.63462973],[127.03261586,37.63465707],[127.03227883,37.63473803],[127.03196821,37.63486951],[127.03169596,37.63504645],[127.03147252,37.63526206],[127.0313065,37.63550804],[127.03120426,37.63577494],[127.03116974,37.63605251],[127.03120426,37.63633007],[127.0313065,37.63659697],[127.03147252,37.63684295],[127.03169596,37.63705854],[127.03196821,37.63723548],[127.03227883,37.63736695],[127.03261586,37.63744792],[127.03296637,37.63747525],[127.03331687,37.63744792],[127.03365391,37.63736695],[127.03396452,37.63723548],[127.03423678,37.63705854],[127.03446021,37.63684295],[127.03462624,37.63659697],[127.03472848,37.63633007],[127.034763,37.63605251]]]}",2019-10-10,강북구
5790,2016147,2015,자전거,11305003,서울특별시 강북구3,서울특별시 강북구 번동(금보빌딩 부근),7,7,0,4,3,0,37.6347861,127.02637818,"{type:Polygon,coordinates:[[[127.02817481,37.6347861],[127.02814029,37.63450853],[127.02803805,37.63424162],[127.02787202,37.63399564],[127.02764859,37.63378003],[127.02737633,37.63360309],[127.02706572,37.6334716],[127.02672868,37.63339064],[127.02637818,37.6333633],[127.02602767,37.63339064],[127.02569064,37.6334716],[127.02538002,37.63360309],[127.02510777,37.63378003],[127.02488433,37.63399564],[127.02471831,37.63424162],[127.02461607,37.63450853],[127.02458155,37.6347861],[127.02461607,37.63506367],[127.02471831,37.63533057],[127.02488433,37.63557655],[127.02510777,37.63579215],[127.02538002,37.63596909],[127.02569064,37.63610057],[127.02602767,37.63618153],[127.02637818,37.63620887],[127.02672868,37.63618153],[127.02706572,37.63610057],[127.02737633,37.63596909],[127.02764859,37.63579215],[127.02787202,37.63557655],[127.02803805,37.63533057],[127.02814029,37.63506367],[127.02817481,37.6347861]]]}",2019-10-10,강북구
5791,2016147,2015,자전거,11305004,서울특별시 강북구4,서울특별시 강북구 미아동(미아4동지구대 부근),6,6,0,2,4,0,37.61645451,127.03003513,"{type:Polygon,coordinates:[[[127.03183176,37.61645451],[127.03179724,37.61617687],[127.031695,37.6159099],[127.03152897,37.61566386],[127.03130554,37.6154482],[127.03103328,37.61527121],[127.03072267,37.61513969],[127.03038563,37.61505871],[127.03003513,37.61503136],[127.02968462,37.61505871],[127.02934759,37.61513969],[127.02903698,37.61527121],[127.02876472,37.6154482],[127.02854129,37.61566386],[127.02837526,37.6159099],[127.02827302,37.61617687],[127.0282385,37.61645451],[127.02827302,37.61673215],[127.02837526,37.61699912],[127.02854129,37.61724516],[127.02876472,37.61746082],[127.02903698,37.6176378],[127.02934759,37.61776931],[127.02968462,37.61785029],[127.03003513,37.61787764],[127.03038563,37.61785029],[127.03072267,37.61776931],[127.03103328,37.6176378],[127.03130554,37.61746082],[127.03152897,37.61724516],[127.031695,37.61699912],[127.03179724,37.61673215],[127.03183176,37.61645451]]]}",2019-10-10,강북구
5792,2016147,2015,자전거,11305005,서울특별시 강북구5,서울특별시 강북구 수유동(우이초등교앞 부근),6,7,0,1,6,0,37.64092248,127.0180338,"{type:Polygon,coordinates:[[[127.01983043,37.64092248],[127.0197959,37.64064493],[127.01969367,37.64037805],[127.01952764,37.64013208],[127.01930421,37.63991649],[127.01903195,37.63973956],[127.01872134,37.63960809],[127.0183843,37.63952713],[127.0180338,37.6394998],[127.01768329,37.63952713],[127.01734625,37.63960809],[127.01703564,37.63973956],[127.01676339,37.63991649],[127.01653995,37.64013208],[127.01637393,37.64037805],[127.01627169,37.64064493],[127.01623716,37.64092248],[127.01627169,37.64120003],[127.01637393,37.64146691],[127.01653995,37.64171287],[127.01676339,37.64192845],[127.01703564,37.64210538],[127.01734625,37.64223684],[127.01768329,37.6423178],[127.0180338,37.64234513],[127.0183843,37.6423178],[127.01872134,37.64223684],[127.01903195,37.64210538],[127.01930421,37.64192845],[127.01952764,37.64171287],[127.01969367,37.64146691],[127.0197959,37.64120003],[127.01983043,37.64092248]]]}",2019-10-10,강북구
5793,2016147,2015,자전거,11305006,서울특별시 강북구6,서울특별시 강북구 번동(김홍석치과 부근),5,5,0,2,2,1,37.64087149,127.02858653,"{type:Polygon,coordinates:[[[127.03038316,37.64087149],[127.03034864,37.64059394],[127.0302464,37.64032706],[127.03008037,37.6400811],[127.02985694,37.63986551],[127.02958468,37.63968858],[127.02927407,37.63955711],[127.02893703,37.63947615],[127.02858653,37.63944881],[127.02823602,37.63947615],[127.02789899,37.63955711],[127.02758837,37.63968858],[127.02731612,37.63986551],[127.02709268,37.6400811],[127.02692666,37.64032706],[127.02682442,37.64059394],[127.0267899,37.64087149],[127.02682442,37.64114904],[127.02692666,37.64141592],[127.02709268,37.64166188],[127.02731612,37.64187747],[127.02758837,37.64205439],[127.02789899,37.64218586],[127.02823602,37.64226681],[127.02858653,37.64229415],[127.02893703,37.64226681],[127.02927407,37.64218586],[127.02958468,37.64205439],[127.02985694,37.64187747],[127.03008037,37.64166188],[127.0302464,37.64141592],[127.03034864,37.64114904],[127.03038316,37.64087149]]]}",2019-10-10,강북구
5794,2016147,2015,자전거,11305007,서울특별시 강북구7,서울특별시 강북구 수유동(원일빌딩 부근),4,4,0,2,2,0,37.63435973,127.01920443,"{type:Polygon,coordinates:[[[127.02100106,37.63435973],[127.02096653,37.63408216],[127.0208643,37.63381525],[127.02069827,37.63356927],[127.02047484,37.63335366],[127.02020258,37.63317671],[127.01989197,37.63304523],[127.01955493,37.63296426],[127.01920443,37.63293692],[127.01885392,37.63296426],[127.01851689,37.63304523],[127.01820627,37.63317671],[127.01793402,37.63335366],[127.01771058,37.63356927],[127.01754456,37.63381525],[127.01744232,37.63408216],[127.0174078,37.63435973],[127.01744232,37.63463731],[127.01754456,37.63490421],[127.01771058,37.63515019],[127.01793402,37.63536579],[127.01820627,37.63554273],[127.01851689,37.63567421],[127.01885392,37.63575517],[127.01920443,37.63578251],[127.01955493,37.63575517],[127.01989197,37.63567421],[127.02020258,37.63554273],[127.02047484,37.63536579],[127.02069827,37.63515019],[127.0208643,37.63490421],[127.02096653,37.63463731],[127.02100106,37.63435973]]]}",2019-10-10,강북구
5795,2016147,2015,자전거,11305008,서울특별시 강북구8,서울특별시 강북구 미아동(삼양주유소앞 부근),4,5,0,0,5,0,37.62628036,127.02611597,"{type:Polygon,coordinates:[[[127.0279126,37.62628036],[127.02787808,37.62600276],[127.02777584,37.62573582],[127.02760982,37.62548981],[127.02738638,37.62527418],[127.02711413,37.62509721],[127.02680351,37.62496572],[127.02646648,37.62488474],[127.02611597,37.6248574],[127.02576547,37.62488474],[127.02542843,37.62496572],[127.02511782,37.62509721],[127.02484556,37.62527418],[127.02462213,37.62548981],[127.0244561,37.62573582],[127.02435386,37.62600276],[127.02431934,37.62628036],[127.02435386,37.62655796],[127.0244561,37.6268249],[127.02462213,37.62707091],[127.02484556,37.62728653],[127.02511782,37.62746349],[127.02542843,37.62759498],[127.02576547,37.62767596],[127.02611597,37.6277033],[127.02646648,37.62767596],[127.02680351,37.62759498],[127.02711413,37.62746349],[127.02738638,37.62728653],[127.02760982,37.62707091],[127.02777584,37.6268249],[127.02787808,37.62655796],[127.0279126,37.62628036]]]}",2019-10-10,강북구
5796,2016147,2015,자전거,11305009,서울특별시 강북구9,서울특별시 강북구 미아동(미아삼거리역 부근),4,4,0,0,3,1,37.61276988,127.03009189,"{type:Polygon,coordinates:[[[127.03188853,37.61276988],[127.031854,37.61249223],[127.03175176,37.61222524],[127.03158574,37.61197918],[127.0313623,37.61176351],[127.03109005,37.61158652],[127.03077944,37.611455],[127.0304424,37.61137401],[127.03009189,37.61134666],[127.02974139,37.61137401],[127.02940435,37.611455],[127.02909374,37.61158652],[127.02882149,37.61176351],[127.02859805,37.61197918],[127.02843202,37.61222524],[127.02832979,37.61249223],[127.02829526,37.61276988],[127.02832979,37.61304753],[127.02843202,37.61331452],[127.02859805,37.61356057],[127.02882149,37.61377623],[127.02909374,37.61395322],[127.02940435,37.61408474],[127.02974139,37.61416573],[127.03009189,37.61419307],[127.0304424,37.61416573],[127.03077944,37.61408474],[127.03109005,37.61395322],[127.0313623,37.61377623],[127.03158574,37.61356057],[127.03175176,37.61331452],[127.031854,37.61304753],[127.03188853,37.61276988]]]}",2019-10-10,강북구
5797,2016147,2015,자전거,11320001,서울특별시 도봉구1,서울특별시 도봉구 창동(노원구-도봉구경계(4) 부근),9,10,0,3,4,3,37.65312409,127.05425131,"{type:Polygon,coordinates:[[[127.05604794,37.65312409],[127.05601342,37.65284659],[127.05591118,37.65257975],[127.05574515,37.65233383],[127.05552172,37.65211827],[127.05524946,37.65194137],[127.05493885,37.65180992],[127.05460181,37.65172898],[127.05425131,37.65170165],[127.0539008,37.65172898],[127.05356377,37.65180992],[127.05325315,37.65194137],[127.0529809,37.65211827],[127.05275746,37.65233383],[127.05259144,37.65257975],[127.0524892,37.65284659],[127.05245468,37.65312409],[127.0524892,37.6534016],[127.05259144,37.65366843],[127.05275746,37.65391435],[127.0529809,37.6541299],[127.05325315,37.6543068],[127.05356377,37.65443824],[127.0539008,37.65451918],[127.05425131,37.65454652],[127.05460181,37.65451918],[127.05493885,37.65443824],[127.05524946,37.6543068],[127.05552172,37.6541299],[127.05574515,37.65391435],[127.05591118,37.65366843],[127.05601342,37.6534016],[127.05604794,37.65312409]]]}",2019-10-10,도봉구
5798,2016147,2015,자전거,11320002,서울특별시 도봉구2,서울특별시 도봉구 쌍문동(방학프라자 부근),6,7,0,3,2,2,37.66597314,127.03745715,"{type:Polygon,coordinates:[[[127.03925378,37.66597314],[127.03921926,37.66569569],[127.03911702,37.66542889],[127.038951,37.66518301],[127.03872756,37.6649675],[127.03845531,37.66479063],[127.0381447,37.6646592],[127.03780766,37.66457827],[127.03745715,37.66455094],[127.03710665,37.66457827],[127.03676961,37.6646592],[127.036459,37.66479063],[127.03618674,37.6649675],[127.03596331,37.66518301],[127.03579728,37.66542889],[127.03569505,37.66569569],[127.03566052,37.66597314],[127.03569505,37.6662506],[127.03579728,37.66651739],[127.03596331,37.66676326],[127.03618674,37.66697877],[127.036459,37.66715564],[127.03676961,37.66728706],[127.03710665,37.66736799],[127.03745715,37.66739532],[127.03780766,37.66736799],[127.0381447,37.66728706],[127.03845531,37.66715564],[127.03872756,37.66697877],[127.038951,37.66676326],[127.03911702,37.66651739],[127.03921926,37.6662506],[127.03925378,37.66597314]]]}",2019-10-10,도봉구
5799,2016147,2015,자전거,11320003,서울특별시 도봉구3,서울특별시 도봉구 방학동(도봉소방서 부근),6,6,0,3,1,2,37.66451628,127.04262517,"{type:Polygon,coordinates:[[[127.0444218,37.66451628],[127.04438728,37.66423881],[127.04428504,37.66397202],[127.04411902,37.66372613],[127.04389558,37.66351061],[127.04362333,37.66333374],[127.04331271,37.66320231],[127.04297568,37.66312137],[127.04262517,37.66309405],[127.04227467,37.66312137],[127.04193763,37.66320231],[127.04162702,37.66333374],[127.04135476,37.66351061],[127.04113133,37.66372613],[127.0409653,37.66397202],[127.04086306,37.66423881],[127.04082854,37.66451628],[127.04086306,37.66479374],[127.0409653,37.66506053],[127.04113133,37.66530641],[127.04135476,37.66552193],[127.04162702,37.6656988],[127.04193763,37.66583022],[127.04227467,37.66591115],[127.04262517,37.66593848],[127.04297568,37.66591115],[127.04331271,37.66583022],[127.04362333,37.6656988],[127.04389558,37.66552193],[127.04411902,37.66530641],[127.04428504,37.66506053],[127.04438728,37.66479374],[127.0444218,37.66451628]]]}",2019-10-10,도봉구
5800,2016147,2015,자전거,11320004,서울특별시 도봉구4,서울특별시 도봉구 창동(남대문약국 부근),6,6,0,1,4,1,37.63800115,127.03730247,"{type:Polygon,coordinates:[[[127.0390991,37.63800115],[127.03906458,37.63772359],[127.03896234,37.63745669],[127.03879632,37.63721072],[127.03857288,37.63699512],[127.03830063,37.63681819],[127.03799001,37.63668671],[127.03765298,37.63660575],[127.03730247,37.63657841],[127.03695197,37.63660575],[127.03661493,37.63668671],[127.03630432,37.63681819],[127.03603206,37.63699512],[127.03580863,37.63721072],[127.0356426,37.63745669],[127.03554036,37.63772359],[127.03550584,37.63800115],[127.03554036,37.63827871],[127.0356426,37.6385456],[127.03580863,37.63879157],[127.03603206,37.63900716],[127.03630432,37.63918409],[127.03661493,37.63931556],[127.03695197,37.63939652],[127.03730247,37.63942386],[127.03765298,37.63939652],[127.03799001,37.63931556],[127.03830063,37.63918409],[127.03857288,37.63900716],[127.03879632,37.63879157],[127.03896234,37.6385456],[127.03906458,37.63827871],[127.0390991,37.63800115]]]}",2019-10-10,도봉구
5801,2016147,2015,자전거,11320005,서울특별시 도봉구5,서울특별시 도봉구 쌍문동(소피아관광호텔 부근),5,5,0,2,2,1,37.65097789,127.036137,"{type:Polygon,coordinates:[[[127.03793363,37.65097789],[127.0378991,37.65070038],[127.03779687,37.65043353],[127.03763084,37.6501876],[127.03740741,37.64997204],[127.03713515,37.64979514],[127.03682454,37.64966368],[127.0364875,37.64958273],[127.036137,37.6495554],[127.03578649,37.64958273],[127.03544945,37.64966368],[127.03513884,37.64979514],[127.03486659,37.64997204],[127.03464315,37.6501876],[127.03447713,37.65043353],[127.03437489,37.65070038],[127.03434036,37.65097789],[127.03437489,37.6512554],[127.03447713,37.65152225],[127.03464315,37.65176817],[127.03486659,37.65198373],[127.03513884,37.65216063],[127.03544945,37.65229208],[127.03578649,37.65237302],[127.036137,37.65240035],[127.0364875,37.65237302],[127.03682454,37.65229208],[127.03713515,37.65216063],[127.03740741,37.65198373],[127.03763084,37.65176817],[127.03779687,37.65152225],[127.0378991,37.6512554],[127.03793363,37.65097789]]]}",2019-10-10,도봉구
5802,2016147,2015,자전거,11320006,서울특별시 도봉구6,서울특별시 도봉구 방학동(쌍문동성원아파트 부근),4,5,0,2,2,1,37.66239844,127.03303232,"{type:Polygon,coordinates:[[[127.03482895,37.66239844],[127.03479443,37.66212097],[127.03469219,37.66185417],[127.03452616,37.66160827],[127.03430273,37.66139275],[127.03403047,37.66121587],[127.03371986,37.66108444],[127.03338282,37.6610035],[127.03303232,37.66097617],[127.03268181,37.6610035],[127.03234478,37.66108444],[127.03203416,37.66121587],[127.03176191,37.66139275],[127.03153847,37.66160827],[127.03137245,37.66185417],[127.03127021,37.66212097],[127.03123569,37.66239844],[127.03127021,37.66267591],[127.03137245,37.66294271],[127.03153847,37.6631886],[127.03176191,37.66340412],[127.03203416,37.663581],[127.03234478,37.66371243],[127.03268181,37.66379336],[127.03303232,37.66382069],[127.03338282,37.66379336],[127.03371986,37.66371243],[127.03403047,37.663581],[127.03430273,37.66340412],[127.03452616,37.6631886],[127.03469219,37.66294271],[127.03479443,37.66267591],[127.03482895,37.66239844]]]}",2019-10-10,도봉구
5803,2016147,2015,자전거,11320007,서울특별시 도봉구7,서울특별시 도봉구 방학동(창동중교 부근),4,4,0,1,3,0,37.6620896,127.0487018,"{type:Polygon,coordinates:[[[127.05049843,37.6620896],[127.05046391,37.66181213],[127.05036167,37.66154532],[127.05019564,37.66129943],[127.04997221,37.6610839],[127.04969995,37.66090702],[127.04938934,37.66077559],[127.0490523,37.66069465],[127.0487018,37.66066732],[127.04835129,37.66069465],[127.04801426,37.66077559],[127.04770365,37.66090702],[127.04743139,37.6610839],[127.04720796,37.66129943],[127.04704193,37.66154532],[127.04693969,37.66181213],[127.04690517,37.6620896],[127.04693969,37.66236707],[127.04704193,37.66263387],[127.04720796,37.66287976],[127.04743139,37.66309528],[127.04770365,37.66327216],[127.04801426,37.66340359],[127.04835129,37.66348452],[127.0487018,37.66351185],[127.0490523,37.66348452],[127.04938934,37.66340359],[127.04969995,37.66327216],[127.04997221,37.66309528],[127.05019564,37.66287976],[127.05036167,37.66263387],[127.05046391,37.66236707],[127.05049843,37.6620896]]]}",2019-10-10,도봉구
5804,2016147,2015,자전거,11320008,서울특별시 도봉구8,서울특별시 도봉구 도봉동(도봉산교회 부근),4,4,0,1,2,1,37.68036587,127.05033758,"{type:Polygon,coordinates:[[[127.05213421,37.68036587],[127.05209969,37.68008847],[127.05199745,37.67982173],[127.05183142,37.6795759],[127.05160799,37.67936042],[127.05133573,37.67918359],[127.05102512,37.67905219],[127.05068808,37.67897127],[127.05033758,37.67894395],[127.04998707,37.67897127],[127.04965004,37.67905219],[127.04933942,37.67918359],[127.04906717,37.67936042],[127.04884373,37.6795759],[127.04867771,37.67982173],[127.04857547,37.68008847],[127.04854095,37.68036587],[127.04857547,37.68064327],[127.04867771,37.68091001],[127.04884373,37.68115584],[127.04906717,37.68137131],[127.04933942,37.68154814],[127.04965004,37.68167954],[127.04998707,37.68176045],[127.05033758,37.68178777],[127.05068808,37.68176045],[127.05102512,37.68167954],[127.05133573,37.68154814],[127.05160799,37.68137131],[127.05183142,37.68115584],[127.05199745,37.68091001],[127.05209969,37.68064327],[127.05213421,37.68036587]]]}",2019-10-10,도봉구
5805,2016147,2015,자전거,11320009,서울특별시 도봉구9,서울특별시 도봉구 도봉동(메인프라자 부근),4,4,0,0,3,1,37.66949062,127.04429144,"{type:Polygon,coordinates:[[[127.04608807,37.66949062],[127.04605355,37.66921318],[127.04595131,37.6689464],[127.04578529,37.66870053],[127.04556185,37.66848502],[127.0452896,37.66830816],[127.04497898,37.66817674],[127.04464195,37.66809581],[127.04429144,37.66806849],[127.04394094,37.66809581],[127.0436039,37.66817674],[127.04329329,37.66830816],[127.04302103,37.66848502],[127.0427976,37.66870053],[127.04263157,37.6689464],[127.04252933,37.66921318],[127.04249481,37.66949062],[127.04252933,37.66976806],[127.04263157,37.67003484],[127.0427976,37.6702807],[127.04302103,37.67049621],[127.04329329,37.67067306],[127.0436039,37.67080448],[127.04394094,37.6708854],[127.04429144,37.67091273],[127.04464195,37.6708854],[127.04497898,37.67080448],[127.0452896,37.67067306],[127.04556185,37.67049621],[127.04578529,37.6702807],[127.04595131,37.67003484],[127.04605355,37.66976806],[127.04608807,37.66949062]]]}",2019-10-10,도봉구
5806,2016147,2015,자전거,11350001,서울특별시 노원구1,서울특별시 노원구 중계동(당현3교 부근),9,10,0,3,7,0,37.64516851,127.0622298,"{type:Polygon,coordinates:[[[127.06402643,37.64516851],[127.06399191,37.64489098],[127.06388967,37.64462411],[127.06372364,37.64437816],[127.06350021,37.64416258],[127.06322795,37.64398566],[127.06291734,37.6438542],[127.0625803,37.64377325],[127.0622298,37.64374591],[127.06187929,37.64377325],[127.06154226,37.6438542],[127.06123164,37.64398566],[127.06095939,37.64416258],[127.06073595,37.64437816],[127.06056993,37.64462411],[127.06046769,37.64489098],[127.06043317,37.64516851],[127.06046769,37.64544604],[127.06056993,37.64571291],[127.06073595,37.64595885],[127.06095939,37.64617443],[127.06123164,37.64635134],[127.06154226,37.6464828],[127.06187929,37.64656375],[127.0622298,37.64659108],[127.0625803,37.64656375],[127.06291734,37.6464828],[127.06322795,37.64635134],[127.06350021,37.64617443],[127.06372364,37.64595885],[127.06388967,37.64571291],[127.06399191,37.64544604],[127.06402643,37.64516851]]]}",2019-10-10,노원구
5807,2016147,2015,자전거,11350002,서울특별시 노원구2,서울특별시 노원구 상계동(상계7~9단지_노원길_진입_1 부근),9,10,0,1,6,3,37.66108568,127.05991041,"{type:Polygon,coordinates:[[[127.06170704,37.66108568],[127.06167252,37.66080821],[127.06157028,37.6605414],[127.06140425,37.6602955],[127.06118082,37.66007997],[127.06090856,37.65990309],[127.06059795,37.65977165],[127.06026091,37.65969071],[127.05991041,37.65966339],[127.0595599,37.65969071],[127.05922287,37.65977165],[127.05891225,37.65990309],[127.05864,37.66007997],[127.05841657,37.6602955],[127.05825054,37.6605414],[127.0581483,37.66080821],[127.05811378,37.66108568],[127.0581483,37.66136315],[127.05825054,37.66162996],[127.05841657,37.66187586],[127.05864,37.66209138],[127.05891225,37.66226826],[127.05922287,37.66239969],[127.0595599,37.66248062],[127.05991041,37.66250795],[127.06026091,37.66248062],[127.06059795,37.66239969],[127.06090856,37.66226826],[127.06118082,37.66209138],[127.06140425,37.66187586],[127.06157028,37.66162996],[127.06167252,37.66136315],[127.06170704,37.66108568]]]}",2019-10-10,노원구
5808,2016147,2015,자전거,11350003,서울특별시 노원구3,서울특별시 노원구 상계동(상계역입구 부근),7,8,1,4,2,1,37.65956582,127.07233659,"{type:Polygon,coordinates:[[[127.07413322,37.65956582],[127.0740987,37.65928834],[127.07399646,37.65902152],[127.07383044,37.65877562],[127.073607,37.65856009],[127.07333475,37.6583832],[127.07302413,37.65825176],[127.0726871,37.65817083],[127.07233659,37.6581435],[127.07198609,37.65817083],[127.07164905,37.65825176],[127.07133844,37.6583832],[127.07106618,37.65856009],[127.07084275,37.65877562],[127.07067672,37.65902152],[127.07057448,37.65928834],[127.07053996,37.65956582],[127.07057448,37.6598433],[127.07067672,37.66011011],[127.07084275,37.66035601],[127.07106618,37.66057154],[127.07133844,37.66074842],[127.07164905,37.66087985],[127.07198609,37.66096079],[127.07233659,37.66098812],[127.0726871,37.66096079],[127.07302413,37.66087985],[127.07333475,37.66074842],[127.073607,37.66057154],[127.07383044,37.66035601],[127.07399646,37.66011011],[127.0740987,37.6598433],[127.07413322,37.65956582]]]}",2019-10-10,노원구
