,사고지역관리번호,사고년도,사고유형구분,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,lat,lon,사고다발지역폴리곤정보,데이터기준일자,구
6762,2017029,2016,보행노인,11305005,서울특별시 강북구5,서울특별시 강북구 수유동(화계사입구 부근),4,7,0,6,1,0,37.63444138,127.01743493,"{type:Polygon,coordinates:[[[127.01923156,37.63444138],[127.01919704,37.6341638],[127.0190948,37.6338969],[127.01892877,37.63365091],[127.01870534,37.63343531],[127.01843308,37.63325836],[127.01812247,37.63312688],[127.01778543,37.63304591],[127.01743493,37.63301857],[127.01708442,37.63304591],[127.01674739,37.63312688],[127.01643677,37.63325836],[127.01616452,37.63343531],[127.01594108,37.63365091],[127.01577506,37.6338969],[127.01567282,37.6341638],[127.0156383,37.63444138],[127.01567282,37.63471895],[127.01577506,37.63498586],[127.01594108,37.63523184],[127.01616452,37.63544744],[127.01643677,37.63562438],[127.01674739,37.63575586],[127.01708442,37.63583682],[127.01743493,37.63586416],[127.01778543,37.63583682],[127.01812247,37.63575586],[127.01843308,37.63562438],[127.01870534,37.63544744],[127.01892877,37.63523184],[127.0190948,37.63498586],[127.01919704,37.63471895],[127.01923156,37.63444138]]]}",2019-10-10,강북구
6763,2017029,2016,보행노인,11305006,서울특별시 강북구6,서울특별시 강북구 미아동(미아동소방소앞 부근),4,4,0,4,0,0,37.62011289,127.01649072,"{type:Polygon,coordinates:[[[127.01828735,37.62011289],[127.01825283,37.61983526],[127.01815059,37.6195683],[127.01798457,37.61932227],[127.01776113,37.61910662],[127.01748888,37.61892964],[127.01717827,37.61879814],[127.01684123,37.61871715],[127.01649072,37.61868981],[127.01614022,37.61871715],[127.01580318,37.61879814],[127.01549257,37.61892964],[127.01522031,37.61910662],[127.01499688,37.61932227],[127.01483085,37.6195683],[127.01472862,37.61983526],[127.01469409,37.62011289],[127.01472862,37.62039052],[127.01483085,37.62065747],[127.01499688,37.6209035],[127.01522031,37.62111914],[127.01549257,37.62129612],[127.01580318,37.62142762],[127.01614022,37.6215086],[127.01649072,37.62153594],[127.01684123,37.6215086],[127.01717827,37.62142762],[127.01748888,37.62129612],[127.01776113,37.62111914],[127.01798457,37.6209035],[127.01815059,37.62065747],[127.01825283,37.62039052],[127.01828735,37.62011289]]]}",2019-10-10,강북구
6764,2017029,2016,보행노인,11305007,서울특별시 강북구7,서울특별시 강북구 수유동(광산타워 부근),4,4,0,2,2,0,37.64107527,127.02245299,"{type:Polygon,coordinates:[[[127.02424962,37.64107527],[127.0242151,37.64079772],[127.02411286,37.64053083],[127.02394683,37.64028487],[127.0237234,37.64006928],[127.02345114,37.63989235],[127.02314053,37.63976088],[127.02280349,37.63967992],[127.02245299,37.63965259],[127.02210248,37.63967992],[127.02176545,37.63976088],[127.02145483,37.63989235],[127.02118258,37.64006928],[127.02095914,37.64028487],[127.02079312,37.64053083],[127.02069088,37.64079772],[127.02065636,37.64107527],[127.02069088,37.64135281],[127.02079312,37.64161969],[127.02095914,37.64186565],[127.02118258,37.64208124],[127.02145483,37.64225816],[127.02176545,37.64238963],[127.02210248,37.64247058],[127.02245299,37.64249792],[127.02280349,37.64247058],[127.02314053,37.64238963],[127.02345114,37.64225816],[127.0237234,37.64208124],[127.02394683,37.64186565],[127.02411286,37.64161969],[127.0242151,37.64135281],[127.02424962,37.64107527]]]}",2019-10-10,강북구
6765,2017029,2016,보행노인,11305008,서울특별시 강북구8,서울특별시 강북구 미아동(백산모텔 부근),4,4,0,1,3,0,37.63486463,127.02453436,"{type:Polygon,coordinates:[[[127.02633099,37.63486463],[127.02629647,37.63458706],[127.02619423,37.63432015],[127.0260282,37.63407417],[127.02580477,37.63385856],[127.02553251,37.63368162],[127.0252219,37.63355014],[127.02488486,37.63346917],[127.02453436,37.63344183],[127.02418385,37.63346917],[127.02384682,37.63355014],[127.0235362,37.63368162],[127.02326395,37.63385856],[127.02304051,37.63407417],[127.02287449,37.63432015],[127.02277225,37.63458706],[127.02273773,37.63486463],[127.02277225,37.6351422],[127.02287449,37.6354091],[127.02304051,37.63565508],[127.02326395,37.63587068],[127.0235362,37.63604762],[127.02384682,37.6361791],[127.02418385,37.63626006],[127.02453436,37.6362874],[127.02488486,37.63626006],[127.0252219,37.6361791],[127.02553251,37.63604762],[127.02580477,37.63587068],[127.0260282,37.63565508],[127.02619423,37.6354091],[127.02629647,37.6351422],[127.02633099,37.63486463]]]}",2019-10-10,강북구
6766,2017029,2016,보행노인,11305009,서울특별시 강북구9,서울특별시 강북구 번동(강북유니온빌딩앞 부근),3,3,0,3,0,0,37.6283132,127.04306558,"{type:Polygon,coordinates:[[[127.04486221,37.6283132],[127.04482769,37.6280356],[127.04472545,37.62776867],[127.04455942,37.62752267],[127.04433599,37.62730704],[127.04406373,37.62713008],[127.04375312,37.62699859],[127.04341609,37.62691762],[127.04306558,37.62689028],[127.04271507,37.62691762],[127.04237804,37.62699859],[127.04206743,37.62713008],[127.04179517,37.62730704],[127.04157174,37.62752267],[127.04140571,37.62776867],[127.04130347,37.6280356],[127.04126895,37.6283132],[127.04130347,37.6285908],[127.04140571,37.62885772],[127.04157174,37.62910372],[127.04179517,37.62931934],[127.04206743,37.6294963],[127.04237804,37.62962779],[127.04271507,37.62970876],[127.04306558,37.6297361],[127.04341609,37.62970876],[127.04375312,37.62962779],[127.04406373,37.6294963],[127.04433599,37.62931934],[127.04455942,37.62910372],[127.04472545,37.62885772],[127.04482769,37.6285908],[127.04486221,37.6283132]]]}",2019-10-10,강북구
6767,2017029,2016,보행노인,11305010,서울특별시 강북구10,서울특별시 강북구 미아동(송중초등교 부근),3,3,0,2,1,0,37.61647773,127.03144854,"{type:Polygon,coordinates:[[[127.03324517,37.61647773],[127.03321065,37.61620009],[127.03310841,37.61593312],[127.03294238,37.61568708],[127.03271895,37.61547142],[127.03244669,37.61529443],[127.03213608,37.61516292],[127.03179904,37.61508193],[127.03144854,37.61505458],[127.03109803,37.61508193],[127.030761,37.61516292],[127.03045038,37.61529443],[127.03017813,37.61547142],[127.02995469,37.61568708],[127.02978867,37.61593312],[127.02968643,37.61620009],[127.02965191,37.61647773],[127.02968643,37.61675537],[127.02978867,37.61702234],[127.02995469,37.61726838],[127.03017813,37.61748404],[127.03045038,37.61766102],[127.030761,37.61779253],[127.03109803,37.61787351],[127.03144854,37.61790086],[127.03179904,37.61787351],[127.03213608,37.61779253],[127.03244669,37.61766102],[127.03271895,37.61748404],[127.03294238,37.61726838],[127.03310841,37.61702234],[127.03321065,37.61675537],[127.03324517,37.61647773]]]}",2019-10-10,강북구
6768,2017029,2016,보행노인,11305011,서울특별시 강북구11,서울특별시 강북구 수유동(우이시장 부근),3,3,0,0,3,0,37.64560402,127.01901203,"{type:Polygon,coordinates:[[[127.02080866,37.64560402],[127.02077414,37.64532649],[127.0206719,37.64505962],[127.02050587,37.64481368],[127.02028244,37.6445981],[127.02001018,37.64442118],[127.01969957,37.64428972],[127.01936253,37.64420877],[127.01901203,37.64418143],[127.01866152,37.64420877],[127.01832449,37.64428972],[127.01801388,37.64442118],[127.01774162,37.6445981],[127.01751819,37.64481368],[127.01735216,37.64505962],[127.01724992,37.64532649],[127.0172154,37.64560402],[127.01724992,37.64588156],[127.01735216,37.64614842],[127.01751819,37.64639436],[127.01774162,37.64660993],[127.01801388,37.64678685],[127.01832449,37.6469183],[127.01866152,37.64699926],[127.01901203,37.64702659],[127.01936253,37.64699926],[127.01969957,37.6469183],[127.02001018,37.64678685],[127.02028244,37.64660993],[127.02050587,37.64639436],[127.0206719,37.64614842],[127.02077414,37.64588156],[127.02080866,37.64560402]]]}",2019-10-10,강북구
6769,2017029,2016,보행노인,11305012,서울특별시 강북구12,서울특별시 강북구 미아동(방천시장입구 부근),2,2,1,1,0,0,37.61311051,127.03430218,"{type:Polygon,coordinates:[[[127.03609881,37.61311051],[127.03606428,37.61283285],[127.03596205,37.61256587],[127.03579602,37.61231981],[127.03557258,37.61210415],[127.03530033,37.61192715],[127.03498972,37.61179563],[127.03465268,37.61171464],[127.03430218,37.61168729],[127.03395167,37.61171464],[127.03361463,37.61179563],[127.03330402,37.61192715],[127.03303177,37.61210415],[127.03280833,37.61231981],[127.0326423,37.61256587],[127.03254007,37.61283285],[127.03250554,37.61311051],[127.03254007,37.61338816],[127.0326423,37.61365514],[127.03280833,37.61390119],[127.03303177,37.61411686],[127.03330402,37.61429385],[127.03361463,37.61442536],[127.03395167,37.61450635],[127.03430218,37.61453369],[127.03465268,37.61450635],[127.03498972,37.61442536],[127.03530033,37.61429385],[127.03557258,37.61411686],[127.03579602,37.61390119],[127.03596205,37.61365514],[127.03606428,37.61338816],[127.03609881,37.61311051]]]}",2019-10-10,강북구
6770,2017029,2016,보행노인,11320001,서울특별시 도봉구1,서울특별시 도봉구 방학동(방학프라자 부근),4,6,0,3,2,1,37.66516533,127.03588399,"{type:Polygon,coordinates:[[[127.03768062,37.66516533],[127.0376461,37.66488787],[127.03754386,37.66462107],[127.03737784,37.66437519],[127.0371544,37.66415967],[127.03688215,37.6639828],[127.03657153,37.66385137],[127.0362345,37.66377044],[127.03588399,37.66374311],[127.03553349,37.66377044],[127.03519645,37.66385137],[127.03488584,37.6639828],[127.03461358,37.66415967],[127.03439015,37.66437519],[127.03422412,37.66462107],[127.03412188,37.66488787],[127.03408736,37.66516533],[127.03412188,37.66544279],[127.03422412,37.66570958],[127.03439015,37.66595546],[127.03461358,37.66617097],[127.03488584,37.66634784],[127.03519645,37.66647926],[127.03553349,37.66656019],[127.03588399,37.66658752],[127.0362345,37.66656019],[127.03657153,37.66647926],[127.03688215,37.66634784],[127.0371544,37.66617097],[127.03737784,37.66595546],[127.03754386,37.66570958],[127.0376461,37.66544279],[127.03768062,37.66516533]]]}",2019-10-10,도봉구
6771,2017029,2016,보행노인,11320002,서울특별시 도봉구2,서울특별시 도봉구 창동(창동견인보관소앞 부근),4,4,0,3,1,0,37.65486226,127.04775924,"{type:Polygon,coordinates:[[[127.04955587,37.65486226],[127.04952135,37.65458476],[127.04941911,37.65431793],[127.04925309,37.65407201],[127.04902965,37.65385646],[127.0487574,37.65367956],[127.04844678,37.65354812],[127.04810975,37.65346717],[127.04775924,37.65343984],[127.04740874,37.65346717],[127.0470717,37.65354812],[127.04676109,37.65367956],[127.04648883,37.65385646],[127.0462654,37.65407201],[127.04609937,37.65431793],[127.04599713,37.65458476],[127.04596261,37.65486226],[127.04599713,37.65513975],[127.04609937,37.65540659],[127.0462654,37.6556525],[127.04648883,37.65586804],[127.04676109,37.65604493],[127.0470717,37.65617637],[127.04740874,37.65625732],[127.04775924,37.65628465],[127.04810975,37.65625732],[127.04844678,37.65617637],[127.0487574,37.65604493],[127.04902965,37.65586804],[127.04925309,37.6556525],[127.04941911,37.65540659],[127.04952135,37.65513975],[127.04955587,37.65486226]]]}",2019-10-10,도봉구
6772,2017029,2016,보행노인,11320003,서울특별시 도봉구3,서울특별시 도봉구 도봉동(오일뱅크 부근),3,3,1,0,0,2,37.67331312,127.04399922,"{type:Polygon,coordinates:[[[127.04579585,37.67331312],[127.04576133,37.67303569],[127.04565909,37.67276892],[127.04549307,37.67252307],[127.04526963,37.67230757],[127.04499738,37.67213072],[127.04468676,37.67199931],[127.04434973,37.67191838],[127.04399922,37.67189106],[127.04364872,37.67191838],[127.04331168,37.67199931],[127.04300107,37.67213072],[127.04272881,37.67230757],[127.04250538,37.67252307],[127.04233935,37.67276892],[127.04223712,37.67303569],[127.04220259,37.67331312],[127.04223712,37.67359055],[127.04233935,37.67385731],[127.04250538,37.67410316],[127.04272881,37.67431865],[127.04300107,37.6744955],[127.04331168,37.67462691],[127.04364872,37.67470783],[127.04399922,37.67473515],[127.04434973,37.67470783],[127.04468676,37.67462691],[127.04499738,37.6744955],[127.04526963,37.67431865],[127.04549307,37.67410316],[127.04565909,37.67385731],[127.04576133,37.67359055],[127.04579585,37.67331312]]]}",2019-10-10,도봉구
6773,2017029,2016,보행노인,11320004,서울특별시 도봉구4,서울특별시 도봉구 방학동(LG대경주유소 부근),3,3,0,3,0,0,37.66610845,127.04319811,"{type:Polygon,coordinates:[[[127.04499474,37.66610845],[127.04496021,37.665831],[127.04485798,37.66556421],[127.04469195,37.66531833],[127.04446851,37.66510281],[127.04419626,37.66492594],[127.04388565,37.66479451],[127.04354861,37.66471358],[127.04319811,37.66468625],[127.0428476,37.66471358],[127.04251056,37.66479451],[127.04219995,37.66492594],[127.0419277,37.66510281],[127.04170426,37.66531833],[127.04153824,37.66556421],[127.041436,37.665831],[127.04140147,37.66610845],[127.041436,37.66638591],[127.04153824,37.6666527],[127.04170426,37.66689857],[127.0419277,37.66711409],[127.04219995,37.66729095],[127.04251056,37.66742237],[127.0428476,37.6675033],[127.04319811,37.66753063],[127.04354861,37.6675033],[127.04388565,37.66742237],[127.04419626,37.66729095],[127.04446851,37.66711409],[127.04469195,37.66689857],[127.04485798,37.6666527],[127.04496021,37.66638591],[127.04499474,37.66610845]]]}",2019-10-10,도봉구
6774,2017029,2016,보행노인,11320005,서울특별시 도봉구5,서울특별시 도봉구 방학동(방학신동아APT 부근),3,3,0,3,0,0,37.66194205,127.03166179,"{type:Polygon,coordinates:[[[127.03345842,37.66194205],[127.0334239,37.66166458],[127.03332166,37.66139777],[127.03315563,37.66115188],[127.0329322,37.66093635],[127.03265995,37.66075947],[127.03234933,37.66062804],[127.0320123,37.6605471],[127.03166179,37.66051977],[127.03131129,37.6605471],[127.03097425,37.66062804],[127.03066364,37.66075947],[127.03039138,37.66093635],[127.03016795,37.66115188],[127.03000192,37.66139777],[127.02989968,37.66166458],[127.02986516,37.66194205],[127.02989968,37.66221952],[127.03000192,37.66248633],[127.03016795,37.66273222],[127.03039138,37.66294774],[127.03066364,37.66312461],[127.03097425,37.66325604],[127.03131129,37.66333698],[127.03166179,37.6633643],[127.0320123,37.66333698],[127.03234933,37.66325604],[127.03265995,37.66312461],[127.0329322,37.66294774],[127.03315563,37.66273222],[127.03332166,37.66248633],[127.0334239,37.66221952],[127.03345842,37.66194205]]]}",2019-10-10,도봉구
6775,2017029,2016,보행노인,11320006,서울특별시 도봉구6,서울특별시 도봉구 쌍문동(쌍문3파출소 부근),3,3,0,2,1,0,37.64792344,127.02643335,"{type:Polygon,coordinates:[[[127.02822998,37.64792344],[127.02819546,37.64764592],[127.02809322,37.64737906],[127.02792719,37.64713312],[127.02770376,37.64691755],[127.0274315,37.64674064],[127.02712089,37.64660918],[127.02678385,37.64652823],[127.02643335,37.64650089],[127.02608284,37.64652823],[127.02574581,37.64660918],[127.02543519,37.64674064],[127.02516294,37.64691755],[127.0249395,37.64713312],[127.02477348,37.64737906],[127.02467124,37.64764592],[127.02463672,37.64792344],[127.02467124,37.64820096],[127.02477348,37.64846782],[127.0249395,37.64871376],[127.02516294,37.64892932],[127.02543519,37.64910623],[127.02574581,37.64923768],[127.02608284,37.64931863],[127.02643335,37.64934596],[127.02678385,37.64931863],[127.02712089,37.64923768],[127.0274315,37.64910623],[127.02770376,37.64892932],[127.02792719,37.64871376],[127.02809322,37.64846782],[127.02819546,37.64820096],[127.02822998,37.64792344]]]}",2019-10-10,도봉구
6776,2017029,2016,보행노인,11350001,서울특별시 노원구1,서울특별시 노원구 상계동(LG하이프라자 부근),4,4,1,3,0,0,37.677195,127.05524873,"{type:Polygon,coordinates:[[[127.05704537,37.677195],[127.05701084,37.67691758],[127.0569086,37.67665083],[127.05674258,37.67640499],[127.05651914,37.6761895],[127.05624689,37.67601266],[127.05593628,37.67588125],[127.05559924,37.67580033],[127.05524873,37.67577301],[127.05489823,37.67580033],[127.05456119,37.67588125],[127.05425058,37.67601266],[127.05397832,37.6761895],[127.05375489,37.67640499],[127.05358886,37.67665083],[127.05348663,37.67691758],[127.0534521,37.677195],[127.05348663,37.67747241],[127.05358886,37.67773916],[127.05375489,37.677985],[127.05397832,37.67820048],[127.05425058,37.67837731],[127.05456119,37.67850872],[127.05489823,37.67858963],[127.05524873,37.67861696],[127.05559924,37.67858963],[127.05593628,37.67850872],[127.05624689,37.67837731],[127.05651914,37.67820048],[127.05674258,37.677985],[127.0569086,37.67773916],[127.05701084,37.67747241],[127.05704537,37.677195]]]}",2019-10-10,노원구
6777,2017029,2016,보행노인,11350002,서울특별시 노원구2,서울특별시 노원구 중계동(상명여자중고등학교 부근),3,4,0,3,1,0,37.64729478,127.06756385,"{type:Polygon,coordinates:[[[127.06936048,37.64729478],[127.06932596,37.64701725],[127.06922372,37.64675039],[127.0690577,37.64650445],[127.06883426,37.64628888],[127.06856201,37.64611196],[127.06825139,37.6459805],[127.06791436,37.64589955],[127.06756385,37.64587222],[127.06721335,37.64589955],[127.06687631,37.6459805],[127.0665657,37.64611196],[127.06629344,37.64628888],[127.06607001,37.64650445],[127.06590398,37.64675039],[127.06580174,37.64701725],[127.06576722,37.64729478],[127.06580174,37.6475723],[127.06590398,37.64783916],[127.06607001,37.6480851],[127.06629344,37.64830066],[127.0665657,37.64847757],[127.06687631,37.64860903],[127.06721335,37.64868998],[127.06756385,37.64871731],[127.06791436,37.64868998],[127.06825139,37.64860903],[127.06856201,37.64847757],[127.06883426,37.64830066],[127.0690577,37.6480851],[127.06922372,37.64783916],[127.06932596,37.6475723],[127.06936048,37.64729478]]]}",2019-10-10,노원구
6778,2017029,2016,보행노인,11350003,서울특별시 노원구3,서울특별시 노원구 공릉동(하계지하차도(남측) 부근),3,3,0,2,1,0,37.63029987,127.0705517,"{type:Polygon,coordinates:[[[127.07234833,37.63029987],[127.07231381,37.63002228],[127.07221157,37.62975536],[127.07204555,37.62950936],[127.07182211,37.62929374],[127.07154986,37.62911678],[127.07123924,37.62898529],[127.07090221,37.62890432],[127.0705517,37.62887698],[127.0702012,37.62890432],[127.06986416,37.62898529],[127.06955355,37.62911678],[127.06928129,37.62929374],[127.06905786,37.62950936],[127.06889183,37.62975536],[127.06878959,37.63002228],[127.06875507,37.63029987],[127.06878959,37.63057746],[127.06889183,37.63084437],[127.06905786,37.63109037],[127.06928129,37.63130598],[127.06955355,37.63148293],[127.06986416,37.63161442],[127.0702012,37.63169539],[127.0705517,37.63172273],[127.07090221,37.63169539],[127.07123924,37.63161442],[127.07154986,37.63148293],[127.07182211,37.63130598],[127.07204555,37.63109037],[127.07221157,37.63084437],[127.07231381,37.63057746],[127.07234833,37.63029987]]]}",2019-10-10,노원구
6779,2017029,2016,보행노인,11350004,서울특별시 노원구4,서울특별시 노원구 상계동(상계초교입구 부근),3,3,0,1,2,0,37.65683748,127.06615431,"{type:Polygon,coordinates:[[[127.06795094,37.65683748],[127.06791642,37.65655999],[127.06781418,37.65629316],[127.06764816,37.65604725],[127.06742472,37.65583171],[127.06715247,37.65565482],[127.06684185,37.65552338],[127.06650482,37.65544243],[127.06615431,37.6554151],[127.06580381,37.65544243],[127.06546677,37.65552338],[127.06515616,37.65565482],[127.0648839,37.65583171],[127.06466047,37.65604725],[127.06449444,37.65629316],[127.0643922,37.65655999],[127.06435768,37.65683748],[127.0643922,37.65711497],[127.06449444,37.65738179],[127.06466047,37.6576277],[127.0648839,37.65784324],[127.06515616,37.65802012],[127.06546677,37.65815156],[127.06580381,37.6582325],[127.06615431,37.65825983],[127.06650482,37.6582325],[127.06684185,37.65815156],[127.06715247,37.65802012],[127.06742472,37.65784324],[127.06764816,37.6576277],[127.06781418,37.65738179],[127.06791642,37.65711497],[127.06795094,37.65683748]]]}",2019-10-10,노원구
6780,2017029,2016,보행노인,11380001,서울특별시 은평구1,서울특별시 은평구 불광동(신한은행연신내지점 부근),8,9,0,8,0,1,37.61897492,126.92118337,"{type:Polygon,coordinates:[[[126.92298,37.61897492],[126.92294548,37.61869728],[126.92284324,37.61843032],[126.92267722,37.61818429],[126.92245378,37.61796863],[126.92218153,37.61779165],[126.92187092,37.61766014],[126.92153388,37.61757916],[126.92118337,37.61755181],[126.92083287,37.61757916],[126.92049583,37.61766014],[126.92018522,37.61779165],[126.91991296,37.61796863],[126.91968953,37.61818429],[126.9195235,37.61843032],[126.91942127,37.61869728],[126.91938674,37.61897492],[126.91942127,37.61925255],[126.9195235,37.61951951],[126.91968953,37.61976554],[126.91991296,37.61998118],[126.92018522,37.62015816],[126.92049583,37.62028967],[126.92083287,37.62037065],[126.92118337,37.62039799],[126.92153388,37.62037065],[126.92187092,37.62028967],[126.92218153,37.62015816],[126.92245378,37.61998118],[126.92267722,37.61976554],[126.92284324,37.61951951],[126.92294548,37.61925255],[126.92298,37.61897492]]]}",2019-10-10,은평구
6781,2017029,2016,보행노인,11380002,서울특별시 은평구2,서울특별시 은평구 대조동(대조.불광시장 부근),6,6,2,4,0,0,37.60876492,126.92606549,"{type:Polygon,coordinates:[[[126.92786212,37.60876492],[126.9278276,37.60848725],[126.92772536,37.60822025],[126.92755933,37.60797418],[126.9273359,37.6077585],[126.92706364,37.60758149],[126.92675303,37.60744996],[126.92641599,37.60736897],[126.92606549,37.60734162],[126.92571498,37.60736897],[126.92537795,37.60744996],[126.92506733,37.60758149],[126.92479508,37.6077585],[126.92457164,37.60797418],[126.92440562,37.60822025],[126.92430338,37.60848725],[126.92426886,37.60876492],[126.92430338,37.60904259],[126.92440562,37.60930958],[126.92457164,37.60955565],[126.92479508,37.60977133],[126.92506733,37.60994833],[126.92537795,37.61007985],[126.92571498,37.61016084],[126.92606549,37.61018819],[126.92641599,37.61016084],[126.92675303,37.61007985],[126.92706364,37.60994833],[126.9273359,37.60977133],[126.92755933,37.60955565],[126.92772536,37.60930958],[126.9278276,37.60904259],[126.92786212,37.60876492]]]}",2019-10-10,은평구
6782,2017029,2016,보행노인,11380003,서울특별시 은평구3,서울특별시 은평구 역촌동(서부경찰서 부근),5,5,0,3,2,0,37.60321126,126.91856582,"{type:Polygon,coordinates:[[[126.92036245,37.60321126],[126.92032792,37.60293357],[126.92022569,37.60266655],[126.92005966,37.60242047],[126.91983623,37.60220477],[126.91956397,37.60202775],[126.91925336,37.60189621],[126.91891632,37.60181521],[126.91856582,37.60178786],[126.91821531,37.60181521],[126.91787828,37.60189621],[126.91756766,37.60202775],[126.91729541,37.60220477],[126.91707197,37.60242047],[126.91690595,37.60266655],[126.91680371,37.60293357],[126.91676919,37.60321126],[126.91680371,37.60348895],[126.91690595,37.60375597],[126.91707197,37.60400205],[126.91729541,37.60421775],[126.91756766,37.60439476],[126.91787828,37.60452629],[126.91821531,37.60460729],[126.91856582,37.60463464],[126.91891632,37.60460729],[126.91925336,37.60452629],[126.91956397,37.60439476],[126.91983623,37.60421775],[126.92005966,37.60400205],[126.92022569,37.60375597],[126.92032792,37.60348895],[126.92036245,37.60321126]]]}",2019-10-10,은평구
6783,2017029,2016,보행노인,11380004,서울특별시 은평구4,서울특별시 은평구 응암동(연흥초등학교 부근),5,5,0,1,4,0,37.58953071,126.91816644,"{type:Polygon,coordinates:[[[126.91996307,37.58953071],[126.91992855,37.58925297],[126.91982631,37.5889859],[126.91966028,37.58873977],[126.91943685,37.58852403],[126.9191646,37.58834698],[126.91885398,37.58821542],[126.91851695,37.5881344],[126.91816644,37.58810705],[126.91781594,37.5881344],[126.9174789,37.58821542],[126.91716829,37.58834698],[126.91689603,37.58852403],[126.9166726,37.58873977],[126.91650657,37.5889859],[126.91640433,37.58925297],[126.91636981,37.58953071],[126.91640433,37.58980845],[126.91650657,37.59007552],[126.9166726,37.59032165],[126.91689603,37.59053738],[126.91716829,37.59071443],[126.9174789,37.59084598],[126.91781594,37.590927],[126.91816644,37.59095435],[126.91851695,37.590927],[126.91885398,37.59084598],[126.9191646,37.59071443],[126.91943685,37.59053738],[126.91966028,37.59032165],[126.91982631,37.59007552],[126.91992855,37.58980845],[126.91996307,37.58953071]]]}",2019-10-10,은평구
6784,2017029,2016,보행노인,11380005,서울특별시 은평구5,서울특별시 은평구 신사동(새절역 부근),4,4,1,2,1,0,37.59216606,126.91409631,"{type:Polygon,coordinates:[[[126.91589294,37.59216606],[126.91585842,37.59188833],[126.91575618,37.59162127],[126.91559015,37.59137514],[126.91536672,37.59115941],[126.91509446,37.59098237],[126.91478385,37.59085081],[126.91444681,37.5907698],[126.91409631,37.59074244],[126.9137458,37.5907698],[126.91340877,37.59085081],[126.91309815,37.59098237],[126.9128259,37.59115941],[126.91260246,37.59137514],[126.91243644,37.59162127],[126.9123342,37.59188833],[126.91229968,37.59216606],[126.9123342,37.59244379],[126.91243644,37.59271085],[126.91260246,37.59295696],[126.9128259,37.59317269],[126.91309815,37.59334973],[126.91340877,37.59348128],[126.9137458,37.59356229],[126.91409631,37.59358965],[126.91444681,37.59356229],[126.91478385,37.59348128],[126.91509446,37.59334973],[126.91536672,37.59317269],[126.91559015,37.59295696],[126.91575618,37.59271085],[126.91585842,37.59244379],[126.91589294,37.59216606]]]}",2019-10-10,은평구
6785,2017029,2016,보행노인,11380006,서울특별시 은평구6,서울특별시 은평구 갈현동(구산사거리 부근),4,5,0,1,4,0,37.61334081,126.91250068,"{type:Polygon,coordinates:[[[126.91429732,37.61334081],[126.91426279,37.61306315],[126.91416055,37.61279617],[126.91399453,37.61255012],[126.91377109,37.61233445],[126.91349884,37.61215745],[126.91318823,37.61202593],[126.91285119,37.61194494],[126.91250068,37.6119176],[126.91215018,37.61194494],[126.91181314,37.61202593],[126.91150253,37.61215745],[126.91123027,37.61233445],[126.91100684,37.61255012],[126.91084081,37.61279617],[126.91073858,37.61306315],[126.91070405,37.61334081],[126.91073858,37.61361846],[126.91084081,37.61388544],[126.91100684,37.61413149],[126.91123027,37.61434715],[126.91150253,37.61452414],[126.91181314,37.61465566],[126.91215018,37.61473664],[126.91250068,37.61476399],[126.91285119,37.61473664],[126.91318823,37.61465566],[126.91349884,37.61452414],[126.91377109,37.61434715],[126.91399453,37.61413149],[126.91416055,37.61388544],[126.91426279,37.61361846],[126.91429732,37.61334081]]]}",2019-10-10,은평구
6786,2017029,2016,보행노인,11380007,서울특별시 은평구7,서울특별시 은평구 응암동(응암시장 부근),3,3,1,1,1,0,37.59400266,126.91820934,"{type:Polygon,coordinates:[[[126.92000597,37.59400266],[126.91997145,37.59372494],[126.91986921,37.59345788],[126.91970318,37.59321177],[126.91947975,37.59299604],[126.91920749,37.592819],[126.91889688,37.59268745],[126.91855984,37.59260644],[126.91820934,37.59257908],[126.91785883,37.59260644],[126.9175218,37.59268745],[126.91721118,37.592819],[126.91693893,37.59299604],[126.91671549,37.59321177],[126.91654947,37.59345788],[126.91644723,37.59372494],[126.91641271,37.59400266],[126.91644723,37.59428039],[126.91654947,37.59454744],[126.91671549,37.59479355],[126.91693893,37.59500927],[126.91721118,37.5951863],[126.9175218,37.59531785],[126.91785883,37.59539886],[126.91820934,37.59542621],[126.91855984,37.59539886],[126.91889688,37.59531785],[126.91920749,37.5951863],[126.91947975,37.59500927],[126.91970318,37.59479355],[126.91986921,37.59454744],[126.91997145,37.59428039],[126.92000597,37.59400266]]]}",2019-10-10,은평구
